group,distribution,library,p50_ns,p90_ns,p95_ns,p99_ns,p99.9_ns,mean_ns,std_dev_ns,ci_lower_ns,ci_upper_ns,iqr_ns,cv,min_ns,max_ns
encoded_size,small_248_65535,vu64,948.5,958.5,965.1,993.5,1286.8,953.5,37.8,948.6,961.9,9.0,0.0395,933.3,1319.4
encoded_size,tier_boundaries,bijou64,2764.7,2805.4,2814.8,2821.2,2934.6,2707.3,123.1,2682.7,2730.5,126.9,0.0452,2357.8,2947.2
encoded_size,tier_boundaries,varu64,5658.9,5718.3,5739.9,5787.6,5822.1,5657.5,53.0,5647.3,5668.0,67.0,0.0093,5501.1,5826.0
encoded_size,tier_boundaries,vu64,945.2,956.5,958.7,961.1,966.2,944.8,9.5,942.9,946.7,12.8,0.0100,916.6,966.8
encoded_size,tiny_0_247,bijou64,1305.5,1325.8,1330.0,1333.7,1347.9,1308.2,11.6,1306.0,1310.5,14.7,0.0088,1286.8,1349.5
encoded_size,tiny_0_247,varu64,1305.5,1318.5,1324.5,1334.4,1335.1,1306.2,10.3,1304.2,1308.2,12.4,0.0078,1280.4,1335.2
encoded_size,tiny_0_247,vu64,950.4,959.3,961.9,968.8,975.5,950.5,7.2,949.1,951.9,7.5,0.0075,929.4,976.3
encoded_size,uniform_random,bijou64,2660.8,2707.7,2745.6,2793.5,2828.6,2668.3,38.0,2661.2,2676.0,32.9,0.0142,2594.9,2832.5
encoded_size,uniform_random,varu64,6222.6,6309.3,6336.0,6489.1,8300.4,6250.4,235.7,6218.4,6303.3,85.1,0.0375,6099.8,8501.7
encoded_size,uniform_random,vu64,939.2,947.9,949.7,952.1,961.1,937.6,9.2,935.8,939.4,13.2,0.0097,914.8,962.1
stream_decode,large_above_4G,bijou64,10205.5,10416.4,10453.5,10544.5,10573.4,10203.1,166.6,10170.5,10235.4,243.6,0.0162,9784.3,10576.6
stream_decode,large_above_4G,leb128,35512.2,36342.6,36562.5,38038.8,38233.9,35728.3,591.3,35619.7,35849.4,584.3,0.0165,34920.3,38255.6
